ab44755a-fbbf-4b21-956b-d515e126ef23,Ava Grimes,1,Ecuador
8cf333bb-ac66-4c10-93e0-9de33aea6d59,Manley Von,1,Norway
55163e6f-1394-446e-9799-0a1c54ec2387,Marcus Adams,0,Bahamas
ad0839fb-e137-4367-8509-38c35dcd26e1,Elinore Schaefer,0,North Macedonia
4330aaed-eb8d-4117-91f4-00f94337758a,Alexandrea Dicki,0,Mauritius
47c4f097-d296-4fb2-a849-b3acb425c11e,Reta Kiehn,0,Belgium
22365035-5946-47e2-a49a-71afc135595e,Violette Upton,1,Burkina Faso
eef4d1da-dc6c-4208-85e5-400dccbceaef,Kailey Jones,1,Tajikistan
d020bf81-ada6-4c77-a949-2dd3da06b256,Anabel Block,1,Botswana
18cfa501-b693-421d-a90a-0b3440f2b429,Bell Harris,1,Ethiopia
a599b216-8256-4df6-91bb-006cad23624c,Aurore Hagenes,1,Montserrat
b44320c7-be60-46e4-b2bd-7885d96e30a9,Garth Miller,1,United Arab Emirates
3e0b833d-c68c-4e47-a616-4abbbec0397d,Geovanny Strosin,1,Liberia
6b03e0e8-9007-4867-abfc-d8c8adda17f8,Garnett Terry,0,Guinea-Bissau
7649c461-5f63-4432-bec0-fbdbbe49af81,Doyle Kassulke,1,Singapore
dd4f6ac1-c43c-4995-ae53-c6dbae76ca2d,Domenic Rowe,1,South Africa
4bf5711f-962f-4705-8621-c2b7d4d01078,Arjun Stanton,1,Iceland
4d773362-ad90-437b-97c5-7e7c40e714f1,Timmy Satterfield,0,Portugal
39f6cdd0-fcc5-4009-9b53-7ec76f2a999a,Lila Schuppe,1,Burkina Faso
59d6088b-f984-41a6-b0ef-276505773476,Nadia Purdy,0,North Macedonia
f0400682-1bac-4740-b6f5-4e86a596ecaf,Lily Daniel,1,Bahamas
d3ef8879-97e2-4cb3-b312-5d448d53064d,Johathan Boyer,0,Czechia
13027b63-c4dd-4b0d-9fca-82808fbc83e8,Maximillia Dickens,0,Saint Martin (French part)
d86e89a4-b58c-4ec1-976f-2f9d939ffd43,Jocelyn Jast,1,El Salvador
6c434e17-646e-4271-8f60-7743c50ab8b0,Marianna Braun,1,Northern Mariana Islands
84c5cb23-f874-45c7-b666-eaca22fae566,Kitty Carter,0,Gambia
80a1008f-78f0-4a5b-aca7-2f615f5c2b42,Gisselle Anderson,0,"Palestine, State of"
8ef03323-649c-48a7-8725-ee9d7cafc2ef,Jerald Schultz,0,Malawi
ff19983f-8c59-4450-a191-a1b55a9fb431,Mia Zemlak,0,Saint Pierre and Miquelon
63539028-51e6-4c3e-a473-eaf934f99cef,Loyal Kovacek,1,Singapore
5d5dd4fa-a9a0-4686-bc26-d5a48a5a37b4,Riley Gulgowski,0,Turkey
04e34270-8108-4066-a968-7222ad7e5c1a,Jennie Hirthe,0,Uganda
3ac97cf3-f76e-42b4-a0ab-d338abcd432c,Kira Legros,0,Liechtenstein
e5307e53-55c3-41c2-af90-b8ffdbd790dc,Dorcas Renner,1,Turks and Caicos Islands
80d55a69-ff41-4eb1-b39b-35f2cbad2b54,Rickey Watsica,0,British Indian Ocean Territory
167998d4-57f3-4705-b674-2d119355634f,Fredrick Steuber,1,India
2a13993b-aa60-4500-86c8-007b50199ff3,Gina Monahan,0,Hungary
a5a004fb-111b-4b18-aa89-f2af2cff60bc,Marjolaine Hintz,1,Guatemala
28ccbe56-329e-4bce-bf33-2ad1753c95b9,Ellis Smitham,0,Bolivia (Plurinational State of)
